0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
15/10/2015,1,1,1,-1,-1,-1,-1,-1,63.86,85.35,83.12,85.99,1,-14.65,254.7,249.06,5.64,3.86,1.79,1.93,0,0.01,0,0,0,0.03,0.06,0.05,0,1,100.1,101.45,0.01,1.22,94.87,100.19,100.7,0,0,0.01,0.02,0,-0.01,-0.32,
16/10/2015,-1,-1,-1,-1,-1,-1,-1,-1,73.52,92.71,84.53,83.98,0,-7.29,256.29,250.49,5.8,4.32,1.49,1.79,0,0.01,0.03,0.01,0.01,0.01,0.09,0.08,0,1,101.11,101.93,0.01,0.63,112.22,101.02,101.49,0,0,0.04,0.02,0.02,0.01,0.91,
19/10/2015,-1,-1,-1,-1,-1,-1,-1,-1,69.79,84.87,87.64,85.1,-1,-15.13,257.57,251.41,6.16,4.72,1.43,1.49,0,-0.01,0,0.02,0,0,0.02,0.05,0,-1,100.14,100.71,0.01,-0.03,94.2,99.99,100.33,0,0,0.01,0.02,0.02,0.01,0.29,
20/10/2015,-1,-1,1,-1,-1,-1,-1,-1,67.87,75.92,84.5,85.56,0,-24.08,259.02,252.17,6.85,5.12,1.73,1.43,0,0,-0.01,0,0.01,0,0.01,0.03,0,-1,99.88,100.23,0,0.44,77.01,99.71,99.91,0,0,0.02,0.02,-0.02,0,-0.1,
21/10/2015,1,1,1,1,-1,-1,-1,-1,62.58,62.48,74.42,82.19,0,-37.52,259.15,252.7,6.44,5.45,1,1.73,0,-0.01,-0.02,-0.03,-0.01,0,0,0.01,0,-1,98.67,99.02,0,0.18,38.52,98.93,98.87,0,0.01,0.03,0.02,0,0.01,0.1,
23/10/2015,-1,-1,-1,-1,-1,-1,-1,-1,69.09,68.24,68.88,75.93,0,-31.76,259.41,253.36,6.06,5.71,0.35,1,0,0.01,0,0,-0.01,0,0.03,0.06,0,1,99.92,99.99,0,1.45,67.24,100.2,100.06,0.01,0.01,0.02,0.02,-0.02,0,-0.12,
26/10/2015,-1,-1,-1,-1,-1,-1,-1,-1,55.97,52.76,61.16,68.15,0,-47.24,259.59,253.81,5.78,5.86,-0.07,0.35,-1,0,0.01,0,-0.01,-0.02,0,0.04,0,-1,99.93,99.7,0,0.58,59.27,100.02,99.81,0.01,0,0.02,0.02,0.02,0,0.15,
27/10/2015,-1,-1,-1,-1,-1,-1,-1,-1,51.58,42.15,54.38,61.47,0,-57.85,259.99,254.33,5.66,5.96,-0.3,-0.07,0,-0.01,-0.01,0,-0.01,-0.01,-0.01,0.06,0,-1,99.6,99.26,0,0.14,29.96,99.65,99.39,0,-0.01,0.01,0.02,-0.01,0,-0.12,
28/10/2015,-1,1,1,1,1,1,-1,-1,38.82,8.9,34.6,50.05,0,-91.1,258.86,254.27,4.59,5.89,-1.3,-0.3,0,-0.04,-0.05,-0.05,-0.04,-0.05,-0.06,0.01,0,-1,96.23,95.43,-0.01,-0.26,-97.75,96.81,95.9,-0.01,0,0.04,0.02,-0.01,-0.01,-0.36,
29/10/2015,1,1,1,1,1,-1,-1,1,42.9,9.93,20.33,36.44,0,-90.07,257.64,254.05,3.59,5.66,-2.07,-1.3,0,0,-0.04,-0.05,-0.05,-0.04,-0.04,0.01,0,1,97.09,95.9,-0.01,0.78,-131.3,98.11,96.78,0,0,0.01,0.02,-0.02,0,-0.5,
30/10/2015,1,1,1,-1,-1,-1,-1,-1,40.39,33.47,17.44,24.12,1,-66.53,256.85,253.97,2.88,5.33,-2.45,-2.07,0,0.02,0.02,-0.02,-0.03,-0.03,-0.03,0.02,0.01,1,99.73,98.19,-0.02,0.9,-93.93,100.43,99.15,0,0,0.03,0.02,-0.01,0,-0.68,
02/11/2015,-1,-1,-1,-1,-1,-1,-1,-1,41.85,44.29,29.23,22.33,0,-55.71,256.59,254.28,2.31,4.91,-2.6,-2.45,0,0.01,0.03,0.03,-0.01,-0.02,-0.04,0.05,0,1,101.07,99.46,-0.02,0.77,-64.57,101.14,100.23,0,0,0.02,0.02,0,-0.01,-2.56,
03/11/2015,-1,-1,-1,-1,-1,-1,-1,-1,41.88,43.87,40.54,29.07,0,-56.13,256.07,254.49,1.58,4.32,-2.75,-2.6,0,0,0.01,0.03,0.03,-0.01,-0.03,-0.01,0,-1,101.35,99.7,-0.02,0.7,-45.82,100.75,100.3,0,0.01,0.02,0.03,0.01,0,-1.79,
04/11/2015,-1,-1,-1,-1,-1,-1,-1,-1,40.4,18,35.38,35.05,-1,-82,254.8,254.67,0.13,3.62,-3.49,-2.75,0,-0.02,-0.02,-0.01,0.01,0.01,-0.04,-0.03,0,-1,98.98,97.97,-0.01,0.18,-106.44,98.83,98.55,0.01,0,0.03,0.02,-0.02,-0.01,-3.28,
05/11/2015,-1,-1,-1,-1,-1,-1,-1,-1,33.2,5.42,22.43,32.79,0,-94.58,253.51,254.74,-1.23,2.81,-4.04,-3.49,0,-0.01,-0.03,-0.03,-0.03,-0.01,-0.04,-0.05,0,-1,97.89,97.23,-0.01,0.03,-151.18,98.36,97.94,0,0,0.02,0.02,-0.01,-0.02,1.11,
06/11/2015,1,-1,-1,-1,-1,1,-1,-1,25.86,9.36,10.92,22.91,0,-90.64,252.06,254.67,-2.61,1.88,-4.49,-4.04,0,-0.01,-0.02,-0.04,-0.04,-0.04,-0.07,-0.04,0,-1,97.52,96.84,-0.01,-0.03,-166.23,98.34,97.55,0,-0.03,0.02,0.02,-0.03,-0.02,0.6,
09/11/2015,1,-1,1,-1,1,1,1,-1,25.11,21.19,11.99,15.11,1,-78.81,250.58,254.42,-3.84,0.82,-4.66,-4.49,0,-0.01,-0.03,-0.04,-0.06,-0.06,-0.08,-0.08,0,-1,97.24,96.18,-0.01,-0.23,-190.19,98.18,96.93,-0.03,-0.01,0.03,0.02,-0.01,0,0.34,
10/11/2015,1,1,-1,1,1,-1,1,-1,25.43,20.14,16.9,13.27,0,-79.86,248.8,254.27,-5.47,-0.3,-5.17,-4.66,0,0,-0.02,-0.03,-0.04,-0.06,-0.07,-0.09,0,-1,98.32,96.79,-0.02,0.55,-146.28,99.01,97.5,-0.01,0,0.02,0.02,-0.02,-0.01,0.21,
11/11/2015,1,-1,1,1,-1,1,1,-1,29.02,22.95,21.43,16.77,0,-77.05,247.16,253.67,-6.5,-1.42,-5.09,-5.17,0,0,0,-0.01,-0.02,-0.04,-0.03,-0.08,0,1,99.39,97.41,-0.02,0.98,-119.41,99.81,98.37,0,-0.01,0.01,0.02,-0.02,-0.02,0.19,
13/11/2015,1,1,1,-1,1,1,1,-1,21.9,17.01,20.03,19.45,-1,-82.99,245.5,252.93,-7.43,-2.56,-4.87,-5.09,0,-0.01,0,-0.01,-0.02,-0.03,-0.04,-0.07,0,-1,99.26,97.02,-0.02,-0.19,-126.34,99.51,98.22,-0.01,0,0.02,0.02,0.01,0,-0.08,
16/11/2015,-1,1,-1,-1,-1,-1,1,-1,31.73,37.6,25.85,22.44,1,-62.4,245.2,252.38,-7.18,-3.62,-3.56,-4.87,0,0.02,0.01,0.02,0.02,0,-0.04,-0.07,0,1,101.33,99.41,-0.02,0.75,-86.1,101.15,100.46,0,0.02,0.03,0.02,-0.01,-0.01,0.14,
17/11/2015,-1,-1,-1,-1,-1,-1,1,-1,33.71,44.38,33,26.3,0,-55.62,244.93,252.01,-7.08,-4.58,-2.5,-3.56,0,0,0.02,0.02,0.02,0.02,-0.04,-0.08,0.01,1,101.2,100.07,-0.01,0.7,-52.3,100.85,100.76,0.02,0,0.03,0.02,0.03,0.03,-0.2,
18/11/2015,1,1,1,1,1,1,1,-1,37.31,16.65,32.87,30.58,-1,-83.35,243.67,251.12,-7.44,-5.42,-2.02,-2.5,0,-0.03,-0.03,0,-0.01,-0.01,-0.07,-0.09,0,-1,98.58,98,-0.01,0.05,-91.69,98.59,98.46,0,0.01,0.03,0.02,0.01,0.01,-0.19,
19/11/2015,1,-1,-1,-1,-1,1,-1,-1,45.13,38.94,33.32,33.06,1,-61.06,242.68,250.37,-7.7,-6.14,-1.56,-2.02,0,0.02,-0.01,0,0.02,0.01,-0.03,-0.07,0,1,100.63,100.51,0,1.4,-60.26,100.56,100.66,0.01,-0.01,0.02,0.03,-0.02,0.01,0.13,
20/11/2015,-1,1,-1,-1,1,1,-1,-1,36.62,33.5,29.69,31.96,0,-66.5,241.58,249.59,-8.01,-6.74,-1.27,-1.56,0,-0.01,0.02,-0.01,-0.01,0.01,-0.02,-0.06,0,-1,99.84,100.15,0,0.57,-49.82,99.99,100.12,-0.01,0,0.03,0.03,0.01,0,-0.12,
23/11/2015,0,-1,-1,1,1,1,-1,-1,34.41,37.25,36.56,33.19,0,-62.75,241.02,248.99,-7.98,-7.2,-0.78,-1.27,0,0,0,0.02,-0.01,0,0,-0.07,0,1,100.31,100.57,0,0.27,-68.82,100.3,100.4,0,-0.01,0.04,0.03,0,0,-0.08,
24/11/2015,1,1,1,1,1,1,-1,-1,32.45,29.45,33.4,33.22,-1,-70.55,240.51,248.19,-7.68,-7.45,-0.24,-0.78,0,-0.01,-0.01,-0.01,0.01,-0.02,0,-0.08,0,-1,99.67,99.59,0,-0.1,-73.12,99.54,99.49,-0.01,0,0.02,0.03,-0.01,0,0.14,
26/11/2015,1,1,1,1,1,1,-1,-1,38.46,45.69,37.47,35.81,1,-54.31,240.28,247.28,-7,-7.5,0.5,-0.24,1,0,-0.01,0,-0.01,0.01,0,-0.07,0,1,99.65,99.79,0,0.98,-42.84,99.81,99.77,0,0.01,0.02,0.02,0.02,0.03,-0.36,
27/11/2015,1,1,1,1,-1,-1,-1,-1,50.45,85.94,53.69,41.52,0,-14.06,240.8,246.68,-5.88,-7.33,1.45,0.5,0,0.02,0.03,0.02,0.02,0.01,0.02,0,0,1,101.65,101.83,0,1.06,8.02,101.44,101.67,0.01,-0.01,0.02,0.03,0,0,0,
30/11/2015,-1,-1,-1,-1,-1,-1,-1,-1,59.12,87.21,72.95,54.7,0,-12.79,241.7,246.28,-4.58,-7.04,2.46,1.45,0,0.02,0.04,0.04,0.03,0.04,0.05,0.01,0.01,1,102.66,103.1,0,0.8,77.05,102.05,102.77,-0.01,0,0.03,0.03,0.01,0,-0.09,
01/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,63.7,82.19,85.11,70.58,-1,-17.81,242.47,245.97,-3.5,-6.64,3.14,2.46,0,0,0.01,0.04,0.04,0.03,0.02,-0.01,0,-1,101.74,102.52,0.01,0.58,95.46,100.95,101.94,0,0,0.01,0.02,0.02,0.01,-0.3,
02/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,59.22,64.87,78.09,78.71,0,-35.13,243.13,245.42,-2.29,-6.07,3.78,3.14,0,-0.01,-0.02,0,0.02,0.03,0.01,-0.03,0,-1,99.92,101.12,0.01,0.22,61.02,99.51,100.42,0,-0.01,0.02,0.02,0.01,0,-0.43,
03/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,52.66,42.1,63.05,75.42,0,-57.9,243.02,244.73,-1.72,-5.4,3.69,3.78,0,-0.02,-0.03,-0.03,-0.02,0.01,0.02,-0.05,0,-1,98.09,99.2,0.01,-0.07,1.39,98.4,98.82,-0.01,-0.01,0.02,0.02,-0.03,-0.02,0.52,
04/12/2015,-1,1,0,-1,-1,-1,-1,-1,50.16,20.53,42.5,61.21,0,-79.47,242.53,243.96,-1.42,-4.67,3.25,3.69,0,-0.02,-0.03,-0.05,-0.05,-0.03,-0.02,-0.04,0,-1,97.1,97.75,0.01,-0.56,-87.65,97.94,97.63,-0.01,0.01,0.01,0.02,-0.02,-0.01,0.24,
07/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,45.8,28.49,30.37,45.31,0,-71.51,242.73,243.67,-0.94,-3.89,2.95,3.25,0,0.01,-0.01,-0.03,-0.04,-0.04,-0.01,-0.03,0,1,98.55,98.42,0,1.05,-61.55,99.31,98.52,0.01,0,0.01,0.02,0,0.01,-0.37,
08/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,43.48,20.53,23.18,32.02,0,-79.47,242.36,243.32,-0.97,-3.14,2.18,2.95,0,-0.01,0,-0.02,-0.03,-0.05,-0.02,-0.02,0,-1,98.87,97.99,-0.01,-0.19,-93.55,99.39,98.31,0,0,0.01,0.02,-0.01,0,0.26,
09/12/2015,-1,-1,-1,-1,-1,-1,1,-1,49.13,10.62,19.88,24.48,0,-89.38,241.94,242.71,-0.77,-2.45,1.68,2.18,0,-0.01,-0.01,-0.01,-0.02,-0.04,-0.01,-0.01,0,-1,98.93,97.38,-0.02,0.14,-117.1,99.26,98.05,0,0.01,0.01,0.01,-0.01,0,0.49,
10/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,39.67,13.72,14.96,19.34,0,-86.28,241.41,241.99,-0.58,-1.86,1.28,1.68,0,0,-0.01,-0.02,-0.01,-0.03,-0.02,-0.01,0,-1,99.26,97.38,-0.02,0.42,-126.52,99.48,98.37,0.01,0.01,0.02,0.01,-0.01,0,0.25,
11/12/2015,1,-1,-1,1,1,1,1,-1,32.01,7.1,10.48,15.11,0,-92.9,240.35,240.93,-0.59,-1.42,0.83,1.28,0,-0.04,-0.04,-0.05,-0.05,-0.05,-0.08,-0.05,-0.01,-1,96.46,94.49,-0.02,0.15,-210.07,97.22,95.81,0.01,-0.01,0.05,0.02,0.02,0.01,-0.19,
14/12/2015,-1,-1,1,1,1,1,1,-1,30.18,12.29,11.04,12.16,1,-87.71,239.21,240.08,-0.87,-1.13,0.25,0.83,0,0,-0.04,-0.04,-0.05,-0.05,-0.09,-0.05,0,-1,97.41,95.3,-0.02,0.38,-228.64,98.3,96.69,-0.01,0,0.03,0.03,-0.08,-0.04,0.34,
15/12/2015,1,1,1,1,1,1,1,-1,30.06,9.74,9.71,10.41,0,-90.26,237.42,239.25,-1.84,-1.08,-0.76,0.25,-1,-0.01,-0.01,-0.05,-0.05,-0.06,-0.1,-0.08,0,-1,97.54,95.31,-0.02,-0.23,-217.09,98.47,96.7,0,0,0.02,0.03,-0.01,-0.02,0.3,
16/12/2015,-1,1,-1,1,1,1,1,-1,37.88,26.15,16.06,12.27,0,-73.85,235.7,238.73,-3.03,-1.22,-1.81,-0.76,0,0.02,0.01,0.01,-0.03,-0.03,-0.07,-0.06,0.01,1,100.36,98.19,-0.02,0.72,-141.85,100.81,99.38,0,0.01,0.04,0.03,0.01,-0.01,-0.22,
17/12/2015,-1,-1,1,1,1,1,1,-1,30.88,29.34,21.74,15.84,0,-70.66,234.13,238.38,-4.25,-1.54,-2.72,-1.81,0,0,0.03,0.02,0.02,-0.02,-0.05,-0.03,0.01,1,101.27,99.11,-0.02,0.62,-92.26,100.98,100.06,0.01,0,0.02,0.03,0.02,0,-0.47,
18/12/2015,1,1,1,1,1,1,1,-1,20.99,20.92,25.47,21.09,-1,-79.08,232.59,237.93,-5.35,-2.03,-3.32,-2.72,0,-0.01,-0.01,0.02,0,0,-0.04,-0.06,0,-1,99.98,98.35,-0.02,-0.05,-97.47,99.74,99.24,0,0,0.01,0.02,0,-0.01,0,
21/12/2015,1,1,1,-1,1,1,-1,-1,34.91,46.85,32.37,26.53,1,-53.15,232.01,237.74,-5.73,-2.56,-3.17,-3.32,0,0.03,0.02,0.02,0.05,0.04,-0.02,-0.03,0,1,102.47,101.73,-0.01,0.99,-43.95,101.89,102.16,0,-0.01,0.04,0.03,0,0,-0.48,
22/12/2015,1,1,-1,1,1,1,-1,-1,39.24,61.1,42.96,33.6,0,-38.9,231.87,237.66,-5.8,-3.11,-2.68,-3.17,0,0.01,0.04,0.03,0.03,0.05,-0.01,-0.02,0.01,1,101.94,102.34,0,0.75,-3.79,101.41,102.27,-0.01,0,0.03,0.03,0.02,-0.01,-0.61,
23/12/2015,-1,-1,1,1,1,-1,-1,-1,46.22,87.47,65.14,46.82,0,-12.53,231.78,237.48,-5.7,-3.68,-2.01,-2.68,0,0.01,0.01,0.05,0.03,0.04,0.01,-0.01,0,1,102.06,103.15,0.01,0.89,11.71,101.35,102.58,0,0,0.01,0.02,0.01,0.01,-1.52,
24/12/2015,1,1,1,1,1,1,-1,-1,46.62,69.31,72.63,60.24,-1,-30.69,231.51,237.13,-5.62,-4.24,-1.37,-2.01,0,-0.01,-0.01,0,0.03,0.02,0,-0.02,0,-1,100.16,101.65,0.01,0.28,-2.65,99.66,100.75,0,0.01,0.02,0.02,0.02,0.01,3.21,
28/12/2015,1,1,-1,-1,-1,-1,-1,-1,51.56,95.69,84.16,73.97,1,-4.31,231.86,237.26,-5.39,-4.75,-0.65,-1.37,0,0.02,0.01,0.02,0.02,0.06,0.06,-0.02,0,1,101.43,103.46,0.02,1.41,37.09,101.17,102.39,0.01,0,0.02,0.02,0.01,0.01,0.3,
29/12/2015,-1,-1,-1,-1,-1,-1,-1,-1,53.94,92.54,85.85,80.88,0,-7.46,232.3,237.2,-4.9,-5.09,0.19,-0.65,1,0,0.03,0.01,0.02,0.03,0.06,-0.04,0,1,101.19,103.09,0.02,0.49,59.02,100.87,101.97,0,-0.01,0.02,0.02,0,-0.01,0.42,
30/12/2015,-1,-1,1,-1,-1,-1,-1,-1,53.54,82.32,90.18,86.73,-1,-17.68,233.29,237.11,-3.82,-5.17,1.35,0.19,0,-0.01,-0.01,0.02,0,0.01,0.06,-0.04,0,-1,100.06,101.53,0.01,-0.11,53.67,99.86,100.66,-0.01,0,0.01,0.02,-0.01,-0.01,-0.25,
31/12/2015,1,1,-1,-1,-1,-1,-1,-1,53,78.05,84.3,86.78,0,-21.95,234.22,236.95,-2.72,-5,2.28,1.35,0,0,-0.01,-0.01,0.01,0,0.04,-0.03,0,-1,99.72,100.78,0.01,0.4,49.52,99.59,100.07,0,0,0.01,0.02,-0.01,-0.01,-0.26,
01/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,67.38,85.08,81.82,85.43,1,-14.92,235.48,236.93,-1.45,-4.57,3.12,2.28,0,0.01,0,-0.01,0,0.02,0.04,-0.01,0,1,99.96,101.03,0.01,0.4,51.86,100.1,100.45,0,-0.01,0.02,0.02,0.01,0.01,0.33,
04/01/2016,1,1,-1,-1,-1,-1,-1,-1,57.52,53.33,72.15,79.42,-1,-46.67,235.75,236.64,-0.89,-4.03,3.14,3.12,0,-0.03,-0.02,-0.03,-0.03,-0.03,0.02,-0.02,0,-1,97.76,97.96,0,-0.25,-5.18,98.21,97.93,-0.01,0,0.03,0.02,0,0,0,
05/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,61.93,57.1,65.17,73.05,0,-42.9,236.02,236.17,-0.16,-3.41,3.25,3.14,0,0,-0.02,-0.02,-0.02,-0.03,-0.01,-0.02,0,1,98.81,98.46,0,0.34,-27.21,99.24,98.65,0,-0.01,0.02,0.02,-0.02,0,-0.39,
06/01/2016,1,-1,-1,-1,-1,-1,-1,-1,48.37,5.15,38.53,58.62,0,-94.85,236.02,235.31,0.71,-2.69,3.4,3.25,0,-0.03,-0.02,-0.05,-0.04,-0.05,-0.04,-0.04,-0.01,-1,97.19,96.28,-0.01,0.01,-67.03,97.92,96.83,-0.01,-0.01,0.03,0.02,-0.01,-0.01,-1.27,
07/01/2016,1,-1,-1,-1,-1,-1,-1,-1,43.8,15.61,25.95,43.22,0,-84.39,235.15,234.36,0.79,-1.98,2.77,3.4,0,-0.01,-0.04,-0.03,-0.06,-0.06,-0.06,-0.05,-0.01,-1,96.99,95.55,-0.02,-0.52,-134.27,97.96,96.42,-0.01,-0.01,0.02,0.02,-0.03,0,4.16,
08/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,45.02,8.32,9.69,24.73,0,-91.68,234.05,233.47,0.58,-1.32,1.89,2.77,0,-0.01,-0.02,-0.05,-0.04,-0.07,-0.05,-0.05,0,-1,97.69,95.36,-0.02,0.24,-121.88,98.51,96.66,-0.01,-0.01,0.02,0.02,-0.03,-0.02,1.17,
11/01/2016,-1,-1,1,-1,-1,-1,-1,-1,29.06,4.91,9.61,15.09,0,-95.09,232.35,232.55,-0.2,-0.8,0.6,1.89,0,-0.02,-0.03,-0.04,-0.07,-0.06,-0.09,-0.04,0,-1,96.7,94.08,-0.03,-0.2,-156.53,97.75,95.65,-0.01,0.01,0.02,0.02,0,-0.01,-0.27,
12/01/2016,1,1,-1,-1,-1,-1,1,-1,25.24,3.74,5.66,8.32,0,-96.26,230.75,231.69,-0.94,-0.48,-0.47,0.6,-1,-0.01,-0.03,-0.04,-0.05,-0.08,-0.11,-0.05,0,-1,97.18,94.06,-0.03,0.38,-161.6,98.09,95.81,0.01,0,0.03,0.02,0,0,0.5,
13/01/2016,1,-1,-1,-1,-1,-1,-1,-1,26.34,23.74,10.8,8.69,1,-76.26,228.89,230.87,-1.98,-0.4,-1.58,-0.47,0,0.01,0,-0.02,-0.03,-0.04,-0.09,-0.03,0.01,1,99.17,96.02,-0.03,0.52,-150.07,99.8,97.8,0,-0.02,0.05,0.03,-0.02,-0.01,0.55,
14/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,26.23,13.14,13.54,10,-1,-86.86,226.69,229.97,-3.28,-0.6,-2.68,-1.58,0,-0.02,0,-0.02,-0.04,-0.04,-0.1,-0.06,0,-1,98.52,95.5,-0.03,0.04,-146.89,99.03,97.26,-0.02,0,0.03,0.03,0,-0.01,0.29,
15/01/2016,-1,-1,1,-1,1,1,-1,-1,11.92,6.05,14.31,12.88,0,-93.95,223.82,228.74,-4.93,-1.05,-3.88,-2.68,0,-0.05,-0.06,-0.05,-0.06,-0.08,-0.15,-0.11,-0.01,-1,95.44,92.37,-0.03,0.04,-174.96,96.28,94.18,0,0,0.06,0.04,0,0.01,0.17,
18/01/2016,1,1,1,1,1,1,-1,-1,10.5,11.37,10.19,12.68,1,-88.63,220.92,227.49,-6.57,-1.76,-4.81,-3.88,0,-0.01,-0.05,-0.07,-0.06,-0.07,-0.13,-0.11,-0.01,-1,96.2,93.05,-0.03,0.39,-166.04,97.39,95.06,0,0.01,0.05,0.04,-0.07,-0.02,0.23,
19/01/2016,-1,-1,-1,1,1,1,-1,-1,20.78,23.77,13.73,12.74,0,-76.23,218.33,226.77,-8.45,-2.78,-5.67,-4.81,0,0.03,0.02,-0.03,-0.04,-0.03,-0.11,-0.11,0.01,1,99.32,96.53,-0.03,1.24,-116.61,100.31,98.3,0.01,-0.02,0.03,0.04,0,0,0,
20/01/2016,-1,1,1,1,1,1,-1,-1,19.49,14.41,16.51,13.48,-1,-85.59,215.97,225.91,-9.95,-3.97,-5.98,-5.67,0,-0.02,0.01,0,-0.05,-0.06,-0.1,-0.14,0,-1,98.73,95.74,-0.03,-0.11,-122.23,99.26,97.39,-0.02,0.02,0.03,0.04,0.02,0,-0.12,
21/01/2016,1,1,1,1,1,1,-1,-1,20.2,19.53,19.23,16.49,1,-80.47,213.66,225.21,-11.55,-5.31,-6.23,-5.98,0,0.01,-0.01,0.01,0.01,-0.04,-0.08,-0.14,0.01,1,100.4,97.4,-0.03,0.98,-92.12,100.25,98.85,0.02,0.03,0.04,0.04,-0.01,0.02,0.21,
22/01/2016,1,1,1,1,-1,-1,-1,-1,31.71,37.66,23.86,19.87,0,-62.34,212.35,224.53,-12.18,-6.65,-5.54,-6.23,0,0.03,0.04,0.02,0.04,0.04,-0.05,-0.1,0.01,1,102.51,100.7,-0.02,1.69,-61.85,102,101.63,0.03,0.01,0.02,0.04,0.03,0.02,-0.23,
25/01/2016,-1,1,-1,-1,-1,-1,-1,-1,34.29,46.85,34.68,25.93,0,-53.15,211.54,223.94,-12.4,-7.92,-4.48,-5.54,0,0.01,0.04,0.05,0.03,0.06,-0.01,-0.11,0.01,1,102.79,102.28,0,1.34,-36.97,102.11,102.67,0.01,0.01,0.02,0.03,0.02,0,-0.13,
27/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,39.5,65.02,49.84,36.13,0,-34.98,210.95,223.49,-12.54,-9.09,-3.44,-4.48,0,0.01,0.02,0.05,0.06,0.04,0,-0.1,0,1,102.57,102.8,0,0.71,-27.07,101.53,102.68,0.01,0.01,0.02,0.03,0,0.01,-0.15,
28/01/2016,1,-1,-1,-1,-1,-1,-1,-1,38.86,51.34,54.4,46.31,-1,-48.66,210.48,222.61,-12.14,-10.08,-2.06,-3.44,0,-0.02,-0.01,0,0.03,0.04,-0.03,-0.11,-0.01,-1,100.03,101.3,0.01,0.27,-37.07,99.51,100.72,0.01,-0.06,0.03,0.03,-0.01,0.01,0.16,
29/01/2016,-1,-1,-1,-1,-1,-1,-1,-1,37.89,47.32,54.56,52.93,0,-52.68,209.98,221.59,-11.61,-10.82,-0.79,-2.06,0,-0.01,-0.03,-0.02,-0.01,0.02,-0.02,-0.12,-0.02,-1,98.4,100.22,0.02,0.07,-79.87,98.63,99.41,-0.06,-0.01,0.07,0.03,-0.07,-0.02,0.54,
01/02/2016,-1,-1,-1,-1,-1,-1,-1,-1,33.36,4.81,34.49,47.82,0,-95.19,208.29,220.02,-11.74,-11.39,-0.34,-0.79,0,-0.06,-0.07,-0.08,-0.08,-0.07,-0.03,-0.17,-0.01,-1,94.11,94.88,0.01,-0.24,-132.09,95.35,94.74,-0.01,0,0.05,0.04,0.02,0,-0.18,
02/02/2016,-1,-1,-1,-1,-1,-1,-1,-1,31.13,2.09,18.07,35.71,0,-97.91,206.37,218.36,-11.99,-11.79,-0.21,-0.34,0,-0.03,-0.09,-0.1,-0.11,-0.11,-0.06,-0.18,-0.01,-1,93.24,92.42,-0.01,0.25,-168.3,95.2,93.14,0,-0.02,0.05,0.04,-0.03,-0.01,0.22,
03/02/2016,-1,-1,1,1,-1,-1,-1,-1,25.67,4.02,3.64,18.73,1,-95.98,204.82,216.26,-11.44,-11.95,0.51,-0.21,1,-0.03,-0.06,-0.11,-0.13,-0.14,-0.11,-0.21,-0.01,-1,93.17,90.62,-0.03,-0.26,-201.93,95.44,92.08,-0.02,0.01,0.03,0.05,-0.06,-0.03,0.19,
04/02/2016,1,1,1,-1,-1,-1,-1,1,26.95,8.85,4.98,8.9,0,-91.15,203.37,214.14,-10.77,-11.87,1.1,0.51,0,0,-0.03,-0.06,-0.11,-0.13,-0.09,-0.18,-0.01,-1,95.68,91.4,-0.05,0.4,-186.85,97.69,93.67,0.01,0.01,0.03,0.04,-0.01,-0.01,0.23,
05/02/2016,-1,-1,-1,-1,-1,-1,-1,-1,38.45,22.79,11.88,6.83,0,-77.21,201.91,212.29,-10.38,-11.67,1.28,1.1,0,0.03,0.03,0,-0.04,-0.09,-0.07,-0.15,0.01,1,100.19,94.56,-0.06,0.95,-137.29,100.9,97.28,0.01,0.01,0.04,0.04,0.02,0.02,-0.27,
08/02/2016,0,-1,-1,-1,-1,-1,-1,-1,38.72,20.62,17.42,11.43,0,-79.38,200.7,210.44,-9.74,-11.37,1.63,1.28,0,0,0.02,0.02,-0.01,-0.04,-0.1,-0.15,-0.01,-1,100.62,95.22,-0.06,0.65,-106.52,100.56,97.96,0.01,-0.02,0.04,0.04,0,-0.01,0.18,
09/02/2016,-1,-1,-1,-1,-1,-1,1,1,29.75,7.44,16.95,15.42,-1,-92.56,198.97,208.36,-9.39,-11.02,1.63,1.63,0,-0.02,-0.03,0,0,-0.03,-0.14,-0.15,0,-1,98.8,94.27,-0.05,0,-131.56,98.7,96.83,-0.02,0,0,0.03,-0.03,-0.02,0.11,
09/02/2016,1,1,1,1,1,1,1,1,31.13,3.97,10.68,15.01,0,-96.03,196.64,206.49,-9.84,-10.77,0.92,1.63,0,-0.01,-0.03,-0.04,-0.01,-0.01,-0.15,-0.15,0,-1,98.34,95.2,-0.03,-0.05,-120.23,98.65,97.34,0,0,0.01,0.02,0,-0.01,0.19,
