open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
1280.00,	1293.00,	1266.05,	1281.55,	124349.00,	54.17,	-45.83,	-0.02982702,	-5954407.00,	1292.19,	1297.88,	1298.84,	1301.43,	14.30,	1301.42,	1292.08,	1,	-1,	1
1270.00,	1275.00,	1263.55,	1266.55,	22335.00,	3.82,	-96.18,	-0.02505581,	-5976742.00,	1281.31,	1295.04,	1285.62,	1301.46,	15.93,	1300.48,	1291.31,	-1,	-1,	-1
1269.00,	1269.00,	1242.00,	1246.40,	92893.00,	4.40,	-95.60,	-0.02712407,	-6069635.00,	1270.77,	1289.61,	1276.18,	1299.44,	14.20,	1299.47,	1291.39,	-1,	-1,	-1
1255.00,	1258.50,	1230.00,	1235.85,	70518.00,	5.22,	-94.78,	-0.03313253,	-6140153.00,	1261.71,	1283.75,	1269.70,	1297.50,	12.27,	1293.16,	1292.34,	-1,	-1,	-1
1248.00,	1257.00,	1223.20,	1229.85,	236038.00,	5.60,	-94.40,	-0.04034177,	-6376191.00,	1252.04,	1274.89,	1260.98,	1289.58,	10.06,	1285.74,	1292.75,	-1,	-1,	-1
1247.00,	1247.00,	1219.00,	1221.75,	54904.00,	2.24,	-97.76,	-0.03537168,	-6431095.00,	1240.08,	1266.14,	1247.16,	1281.72,	7.22,	1274.44,	1290.90,	-1,	-1,	-1
1229.00,	1242.00,	1201.35,	1204.00,	85145.00,	1.88,	-98.12,	-0.03401797,	-6516240.00,	1227.57,	1254.44,	1234.16,	1269.63,	9.40,	1263.76,	1287.17,	-1,	-1,	-1
1205.00,	1225.00,	1166.15,	1183.35,	184797.00,	9.78,	-90.22,	-0.04248088,	-6701037.00,	1214.96,	1242.87,	1223.68,	1259.40,	14.25,	1254.81,	1283.15,	-1,	-1,	-1
1190.00,	1199.95,	1155.05,	1160.20,	221819.00,	2.75,	-97.25,	-0.05663292,	-6922856.00,	1199.83,	1230.77,	1211.68,	1250.24,	17.98,	1244.53,	1274.63,	-1,	-1,	-1
1178.00,	1200.20,	1156.25,	1185.45,	120782.00,	16.26,	-83.74,	-0.02971148,	-6802074.00,	1190.95,	1221.50,	1198.71,	1239.93,	22.22,	1232.48,	1266.30,	1,	-1,	1
1197.00,	1206.00,	1163.05,	1167.35,	76897.00,	7.21,	-92.79,	-0.03044020,	-6878971.00,	1180.07,	1210.08,	1184.82,	1226.94,	23.27,	1219.93,	1254.85,	-1,	1,	-1
1167.35,	1184.90,	1147.05,	1150.45,	146286.00,	1.98,	-98.02,	-0.02780243,	-7025257.00,	1169.36,	1198.47,	1173.27,	1214.56,	23.94,	1208.91,	1244.22,	-1,	-1,	-1
1150.00,	1192.00,	1150.00,	1171.50,	291741.00,	14.56,	-85.44,	0.00973970,	-6733516.00,	1166.99,	1190.97,	1167.82,	1204.48,	20.29,	1199.65,	1235.72,	1,	-1,	1
1180.00,	1190.00,	1160.00,	1171.80,	126892.00,	14.74,	-85.26,	-0.01151461,	-6606624.00,	1169.31,	1184.57,	1170.85,	1195.16,	16.69,	1190.18,	1226.87,	1,	1,	-1
1180.00,	1180.00,	1170.05,	1173.05,	60928.00,	17.81,	-82.19,	0.00488285,	-6545696.00,	1166.83,	1178.89,	1164.65,	1185.89,	12.71,	1180.68,	1216.37,	1,	0,	-1
1175.00,	1180.00,	1171.25,	1175.75,	40345.00,	22.43,	-77.57,	0.02199139,	-6505351.00,	1168.51,	1174.29,	1165.03,	1177.26,	17.38,	1173.32,	1206.53,	1,	-1,	1
1171.25,	1174.00,	1155.00,	1159.35,	45171.00,	10.09,	-89.91,	-0.01037132,	-6550522.00,	1170.29,	1169.83,	1171.65,	1171.05,	28.39,	1168.93,	1198.14,	-1,	-1,	-1
1165.00,	1170.00,	1150.00,	1153.65,	92471.00,	5.92,	-94.08,	-0.01548899,	-6642993.00,	1166.72,	1166.86,	1170.05,	1168.05,	38.49,	1169.29,	1190.41,	-1,	-1,	-1
1159.90,	1159.90,	1130.10,	1136.55,	131853.00,	5.08,	-94.92,	-0.03111547,	-6774846.00,	1159.67,	1164.49,	1166.01,	1168.83,	42.24,	1165.09,	1182.25,	-1,	-1,	-1
1149.95,	1154.00,	1135.00,	1138.00,	79698.00,	6.76,	-93.24,	-0.03210717,	-6695148.00,	1152.66,	1159.74,	1159.21,	1164.16,	48.85,	1162.34,	1174.28,	1,	-1,	-1
1149.90,	1149.90,	1105.95,	1117.15,	115303.00,	8.23,	-91.77,	-0.03639971,	-6810451.00,	1140.94,	1154.72,	1147.61,	1161.86,	43.11,	1162.64,	1167.40,	-1,	-1,	-1
1137.00,	1137.00,	1120.00,	1130.95,	56944.00,	21.00,	-79.00,	-0.01967668,	-6753507.00,	1135.26,	1152.78,	1139.58,	1162.28,	31.74,	1160.17,	1163.29,	1,	-1,	-1
1130.00,	1143.90,	1122.00,	1136.15,	73314.00,	30.18,	-69.82,	-0.00035194,	-6680193.00,	1131.76,	1149.24,	1132.28,	1158.24,	20.03,	1156.12,	1162.57,	1,	-1,	1
1137.00,	1147.00,	1123.00,	1129.70,	67049.00,	23.74,	-76.26,	-0.00729350,	-6747242.00,	1130.39,	1145.03,	1130.23,	1153.37,	15.95,	1150.62,	1158.48,	-1,	1,	-1
1140.00,	1142.00,	1130.00,	1133.90,	42825.00,	27.94,	-72.06,	0.01499351,	-6704417.00,	1129.57,	1141.12,	1127.42,	1147.56,	17.78,	1143.44,	1155.93,	1,	1,	-1
1140.00,	1140.00,	1113.00,	1117.55,	57727.00,	13.48,	-86.52,	-0.01184845,	-6762144.00,	1129.65,	1135.30,	1131.59,	1140.21,	29.78,	1137.24,	1155.48,	-1,	0,	-1
1125.00,	1130.00,	1120.00,	1126.90,	30331.00,	24.35,	-75.65,	-0.00814153,	-6731813.00,	1128.84,	1132.05,	1130.88,	1135.24,	38.83,	1132.16,	1152.55,	1,	-1,	1
1126.90,	1130.00,	1113.50,	1116.00,	47338.00,	11.96,	-88.04,	-0.01212711,	-6779151.00,	1124.81,	1128.29,	1127.10,	1130.63,	49.28,	1129.36,	1148.38,	-1,	1,	-1
1115.40,	1128.00,	1106.00,	1110.20,	50464.00,	5.74,	-94.26,	-0.02090131,	-6829615.00,	1120.91,	1125.65,	1124.17,	1128.65,	58.65,	1126.37,	1143.28,	-1,	-1,	-1
1110.50,	1125.00,	1110.00,	1111.90,	25030.00,	8.04,	-91.96,	-0.00505570,	-6804585.00,	1116.51,	1123.04,	1118.38,	1125.93,	58.69,	1127.02,	1137.08,	1,	-1,	1
