open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
410.20,	416.60,	409.05,	415.88,	5917250.00,	90.54,	-9.46,	0.00187907,	141167000.00,	330.65,	365.51,	413.90,	403.30,	62.81,	403.95,	396.85,	1,	-1,	1
417.00,	422.40,	416.52,	421.55,	4302250.00,	102.74,	2.74,	0.01872885,	145469250.00,	330.81,	367.40,	413.50,	405.52,	68.89,	407.01,	399.59,	1,	1,	1
426.00,	426.00,	419.40,	423.05,	4917250.00,	101.55,	1.55,	0.01907836,	150386500.00,	332.36,	370.09,	414.52,	408.77,	70.68,	410.06,	402.05,	1,	1,	-1
423.50,	425.42,	422.50,	424.67,	1395500.00,	96.61,	-3.39,	0.03772939,	151782000.00,	333.94,	372.41,	415.74,	411.53,	59.98,	413.37,	404.06,	1,	-1,	1
424.27,	427.25,	423.00,	426.27,	2992750.00,	100.80,	0.80,	0.02498317,	154774750.00,	337.03,	374.80,	420.29,	414.59,	52.67,	415.53,	406.16,	1,	1,	1
424.08,	435.70,	421.75,	428.27,	8571000.00,	102.95,	2.95,	0.01594117,	163345750.00,	339.11,	376.47,	423.32,	416.35,	47.83,	416.54,	408.38,	1,	-1,	1
428.45,	431.58,	417.60,	419.00,	6069250.00,	61.23,	-38.77,	-0.00957334,	157276500.00,	340.45,	377.79,	424.95,	417.37,	44.69,	417.84,	411.29,	-1,	1,	-1
418.50,	424.70,	418.00,	423.77,	6018000.00,	70.59,	-29.41,	-0.00211929,	163294500.00,	339.64,	378.31,	425.09,	418.55,	50.67,	418.72,	413.62,	1,	-1,	1
426.33,	427.88,	421.55,	422.88,	5008750.00,	68.40,	-31.60,	-0.00795271,	158285750.00,	339.46,	379.17,	424.93,	419.74,	50.95,	421.26,	416.17,	-1,	1,	-1
423.00,	429.00,	421.05,	423.17,	4378500.00,	64.90,	-35.10,	-0.01190838,	162664250.00,	338.78,	380.53,	423.89,	422.26,	41.24,	423.22,	417.72,	1,	-1,	1
422.50,	427.45,	417.15,	421.65,	5380000.00,	49.73,	-50.27,	0.00632458,	157284250.00,	337.76,	381.26,	421.79,	423.68,	28.59,	424.01,	418.47,	-1,	-1,	-1
