open,high,low,clos,volm,sto,will,prate,bvol,sma1,sma2,wma1,wma2,std,ema1,ema2,ycc,yoo,yoc
131.00,	131.37,	125.40,	126.42,	406500.00,	4.77,	-95.23,	-0.03392939,	1963250.00,	104.02,	117.46,	130.19,	130.71,	82.56,	130.50,	131.09,	-1,	1,	-1
126.80,	128.28,	125.10,	126.96,	285750.00,	18.14,	-81.86,	-0.02112567,	2249000.00,	103.13,	116.93,	129.31,	130.31,	83.07,	130.43,	130.94,	1,	-1,	1
127.60,	128.78,	126.80,	128.51,	177250.00,	38.31,	-61.69,	-0.01456943,	2426250.00,	102.59,	116.67,	128.70,	130.28,	87.19,	130.14,	130.87,	1,	1,	1
128.40,	128.40,	126.12,	127.25,	177250.00,	24.16,	-75.84,	-0.01463528,	2249000.00,	102.21,	116.41,	127.81,	129.94,	84.24,	129.76,	130.59,	-1,	1,	-1
127.40,	128.00,	125.82,	126.28,	161500.00,	13.56,	-86.44,	-0.00110742,	2087500.00,	101.83,	116.01,	127.14,	129.47,	77.04,	129.30,	130.19,	-1,	-1,	-1
126.30,	127.60,	125.60,	126.86,	194500.00,	20.71,	-79.29,	-0.00078765,	2282000.00,	101.80,	115.55,	127.37,	128.98,	61.40,	128.71,	129.79,	1,	-1,	1
127.60,	127.78,	126.40,	127.10,	112250.00,	25.97,	-74.03,	-0.01097191,	2394250.00,	101.78,	115.15,	127.44,	128.42,	47.54,	128.27,	129.69,	1,	1,	-1
127.00,	127.56,	126.47,	127.41,	99250.00,	30.00,	-70.00,	0.00125737,	2493500.00,	101.50,	114.89,	126.87,	128.03,	40.07,	127.66,	129.40,	1,	-1,	1
127.70,	130.60,	127.21,	130.28,	277250.00,	77.31,	-22.69,	0.03167564,	2770750.00,	101.53,	114.59,	126.78,	127.46,	40.61,	127.17,	129.03,	1,	1,	1
130.99,	134.78,	130.00,	134.17,	464000.00,	137.42,	37.42,	0.05762258,	3234750.00,	102.33,	114.71,	127.53,	127.20,	43.57,	127.38,	128.74,	1,	1,	1
134.00,	134.80,	132.11,	134.48,	228250.00,	96.90,	-3.10,	0.05806452,	3463000.00,	103.79,	115.48,	128.88,	127.66,	40.62,	127.88,	128.54,	1,	1,	1
134.78,	136.92,	132.96,	136.45,	341000.00,	117.01,	17.01,	0.07095204,	3804000.00,	105.27,	116.23,	130.69,	128.16,	35.04,	128.15,	128.49,	1,	1,	1
136.40,	137.20,	135.23,	136.49,	322750.00,	96.36,	-3.64,	0.04766656,	4126750.00,	107.08,	117.03,	133.17,	128.56,	34.25,	128.77,	128.41,	1,	1,	1
136.78,	137.80,	136.29,	137.53,	175250.00,	102.73,	2.73,	0.02504286,	4302000.00,	108.32,	117.95,	135.08,	129.37,	33.66,	129.81,	128.49,	1,	1,	1
137.82,	138.60,	136.40,	137.38,	171250.00,	96.69,	-3.31,	0.02156454,	4130750.00,	108.99,	119.08,	135.91,	130.58,	31.54,	131.07,	129.06,	-1,	1,	-1
138.50,	142.19,	138.50,	141.24,	306250.00,	119.56,	19.56,	0.03510443,	4437000.00,	109.57,	120.13,	136.83,	131.88,	31.30,	132.51,	129.68,	1,	1,	1
141.40,	146.90,	140.26,	145.01,	472500.00,	117.00,	17.00,	0.06242216,	4909500.00,	110.53,	121.54,	137.66,	133.47,	25.41,	134.39,	130.27,	1,	1,	1
145.40,	146.40,	143.08,	144.33,	332750.00,	87.93,	-12.07,	0.04944376,	4576750.00,	112.23,	123.30,	139.35,	135.39,	22.18,	136.26,	131.20,	-1,	1,	-1
143.20,	143.78,	137.20,	138.53,	451500.00,	60.70,	-39.30,	0.00837094,	4125250.00,	113.59,	124.71,	141.11,	137.03,	22.43,	137.49,	132.42,	-1,	-1,	-1
136.90,	137.60,	132.48,	134.41,	276500.00,	41.36,	-58.64,	-0.04835741,	3848750.00,	113.82,	125.14,	142.59,	137.93,	15.73,	138.40,	133.58,	-1,	-1,	-1
134.80,	136.69,	134.80,	136.18,	276000.00,	47.71,	-52.29,	-0.06089235,	4124750.00,	112.46,	125.14,	141.91,	138.69,	10.31,	138.84,	134.73,	1,	-1,	1
136.60,	139.57,	135.60,	136.80,	210250.00,	50.56,	-49.44,	-0.05217211,	4335000.00,	110.69,	125.11,	139.38,	139.11,	7.50,	139.34,	136.04,	1,	1,	1
137.18,	141.60,	137.18,	139.70,	304750.00,	63.43,	-36.57,	0.00844582,	4639750.00,	109.18,	125.14,	136.60,	139.54,	4.89,	139.77,	137.13,	1,	1,	1
139.98,	141.60,	136.22,	139.49,	530250.00,	56.15,	-43.85,	0.03779481,	4109500.00,	109.42,	125.36,	136.18,	139.87,	10.60,	140.41,	137.81,	-1,	1,	-1
138.10,	138.80,	136.41,	136.98,	195500.00,	32.93,	-67.07,	0.00587458,	3914000.00,	110.43,	125.57,	137.58,	140.27,	15.12,	140.36,	138.44,	-1,	-1,	-1
138.20,	138.20,	135.00,	135.75,	233750.00,	22.68,	-77.32,	-0.00767544,	3680250.00,	110.59,	125.14,	138.23,	139.82,	11.94,	139.13,	138.79,	-1,	1,	-1
137.80,	141.80,	137.25,	141.06,	491750.00,	59.50,	-40.50,	0.00973515,	4172000.00,	110.38,	124.22,	138.49,	138.49,	10.31,	137.47,	139.10,	1,	-1,	1
141.20,	141.98,	139.02,	140.15,	258000.00,	53.19,	-46.81,	0.00473152,	3914000.00,	110.66,	123.89,	138.20,	137.31,	9.05,	137.03,	139.46,	-1,	1,	-1
136.09,	138.58,	134.20,	135.70,	354250.00,	22.33,	-77.67,	-0.00934443,	3559750.00,	110.79,	124.05,	137.96,	137.23,	4.38,	137.68,	139.83,	-1,	-1,	-1
135.60,	136.38,	133.00,	135.58,	281750.00,	21.50,	-78.50,	-0.00125230,	3278000.00,	110.53,	124.18,	138.20,	137.85,	-3.16,	138.09,	139.56,	-1,	-1,	-1
136.31,	138.40,	135.65,	136.81,	124750.00,	30.03,	-69.97,	-0.03012902,	3402750.00,	110.50,	124.12,	138.87,	138.12,	-1.32,	138.35,	138.59,	1,	1,	1
136.60,	138.40,	134.06,	137.64,	179000.00,	37.07,	-62.93,	-0.01790938,	3581750.00,	109.65,	124.12,	137.42,	138.31,	2.26,	138.07,	137.53,	1,	1,	1
137.60,	137.60,	134.51,	135.14,	321250.00,	23.54,	-76.46,	-0.00412675,	3260500.00,	109.15,	123.92,	136.18,	137.94,	7.53,	137.64,	137.22,	-1,	1,	-1
132.20,	132.80,	130.71,	131.34,	222250.00,	-12.00,	-112.00,	-0.03127305,	3038250.00,	109.03,	123.48,	136.31,	137.47,	21.69,	137.54,	137.54,	-1,	-1,	-1
131.49,	131.49,	127.27,	131.04,	373000.00,	2.93,	-97.07,	-0.04217528,	2665250.00,	108.19,	122.92,	135.91,	137.30,	30.68,	137.63,	137.63,	-1,	-1,	-1
132.00,	133.40,	130.03,	130.66,	180750.00,	23.05,	-76.95,	-0.05071200,	2484500.00,	107.03,	122.45,	134.63,	137.27,	35.52,	136.65,	137.59,	-1,	1,	-1
128.06,	130.57,	126.20,	128.81,	284750.00,	10.47,	-89.53,	-0.04684031,	2199750.00,	105.64,	121.41,	132.54,	136.05,	41.41,	135.31,	137.09,	-1,	-1,	1
129.60,	130.40,	127.60,	128.81,	177500.00,	16.54,	-83.46,	-0.01926298,	2199750.00,	104.37,	120.27,	130.75,	134.75,	48.27,	134.60,	136.42,	0,	1,	-1
129.30,	130.76,	128.22,	130.23,	238750.00,	25.54,	-74.46,	-0.00618132,	2438500.00,	103.86,	119.58,	130.13,	134.15,	63.70,	134.01,	136.04,	1,	-1,	1
129.20,	130.20,	126.00,	127.33,	148000.00,	7.16,	-92.84,	-0.02548599,	2290500.00,	103.70,	119.05,	129.67,	133.50,	76.64,	133.12,	135.89,	-1,	-1,	-1
126.60,	129.00,	124.65,	126.37,	441500.00,	2.32,	-97.68,	-0.01894263,	1849000.00,	103.04,	118.10,	128.90,	132.39,	85.68,	131.61,	134.86,	-1,	-1,	-1
126.58,	127.54,	125.70,	126.42,	422000.00,	10.21,	-89.79,	-0.01855446,	2271000.00,	102.55,	116.97,	128.55,	130.91,	90.36,	130.21,	133.67,	1,	-1,	-1
126.20,	126.80,	124.61,	124.96,	464750.00,	2.23,	-97.77,	-0.04046687,	1806250.00,	102.07,	116.10,	128.03,	129.72,	78.29,	129.48,	133.00,	-1,	-1,	-1
124.33,	124.33,	119.20,	120.40,	210750.00,	-30.53,	-130.53,	-0.05442551,	1595500.00,	101.02,	115.46,	126.52,	129.10,	69.50,	128.79,	132.31,	-1,	-1,	-1
122.00,	124.10,	120.85,	121.41,	184000.00,	11.51,	-88.49,	-0.03924982,	1779500.00,	99.63,	114.40,	125.23,	128.24,	65.29,	127.81,	131.21,	1,	-1,	-1
124.09,	125.20,	124.00,	124.59,	92250.00,	28.07,	-71.93,	-0.01447556,	1871750.00,	98.64,	113.47,	124.00,	127.31,	61.62,	127.08,	129.82,	1,	1,	1
125.00,	125.33,	123.25,	124.46,	197250.00,	28.59,	-71.41,	-0.00400128,	1674500.00,	98.27,	113.05,	122.84,	126.70,	65.21,	126.47,	128.69,	-1,	1,	-1
124.40,	126.60,	123.20,	124.92,	229750.00,	40.28,	-59.72,	0.03754153,	1904250.00,	98.17,	112.62,	122.17,	126.00,	67.71,	125.41,	128.01,	1,	-1,	1
126.00,	127.60,	125.70,	127.22,	295250.00,	56.48,	-43.52,	0.04785438,	2199500.00,	99.08,	112.09,	123.47,	124.96,	68.88,	124.69,	127.39,	1,	1,	1
128.00,	129.58,	125.00,	126.62,	533250.00,	52.25,	-47.75,	0.01629344,	1666250.00,	100.24,	112.08,	125.00,	124.49,	67.53,	124.30,	126.81,	-1,	1,	-1
126.80,	126.90,	124.70,	125.91,	258500.00,	58.04,	-41.96,	0.01165033,	1407750.00,	100.64,	112.10,	125.49,	124.19,	63.85,	123.85,	126.41,	-1,	-1,	-1
126.40,	128.60,	126.00,	127.82,	514750.00,	74.57,	-25.43,	0.02321486,	1922500.00,	100.93,	112.05,	126.08,	123.86,	63.65,	123.56,	125.98,	1,	-1,	1
129.00,	135.40,	128.62,	134.65,	689000.00,	133.65,	33.65,	0.05840277,	2611500.00,	101.51,	112.33,	126.85,	123.89,	63.72,	124.39,	125.33,	1,	1,	1
