'c','gamma','dist_plus_actual','dist_minus_act','pred_plus_train','pred_minus_train','pred_plus_test','pred_minus_test','pred_tain_accuracy_tot','pred_train_acc_plus','pred_train_acc_minus','pre_test_acc_tot','pred_test_acc_plus','pred_test_acc_minus','ret_pt_tot_train','ret_pt_tot_plus','ret_pt_train_minus','ret_pt_cor_train','ret_pt_inc_train','rt_pt_tot_test','rt_pt_plus_test','rt_pt_minus_test','rt_pt_cor_test','ret_pt_inc_test'
500,0.0002055026,52.9166666667,47.0833333333,84.5154845155,15.4845154845,97.4874371859,2.5125628141,55.1448551449,54.609929078,58.064516129,52.7638190955,53.6082474227,20,0.150726562,0.1559876434,0.1220112399,1.3038838474,-1.2669634638,0.0659406318,0.0925972991,-0.9736693932,0.9334945621,-0.8929347648
500,0.0001208839,52.9166666667,47.0833333333,97.1028971029,2.8971028971,100,0,52.7472527473,52.7777777778,51.724137931,54.2713567839,54.2713567839,nan,0.1270346074,0.1235676164,0.2432385836,1.3406932964,-1.227747185,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
500,7.1108155782494E-05,52.9166666667,47.0833333333,100,0,100,0,52.6473526474,52.6473526474,nan,54.2713567839,54.2713567839,nan,0.1129408633,0.1129408633,0,1.3298522611,-1.2400386866,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
500,4.18283269308788E-05,52.9166666667,47.0833333333,100,0,100,0,52.6473526474,52.6473526474,nan,54.2713567839,54.2713567839,nan,0.1129408633,0.1129408633,0,1.3298522611,-1.2400386866,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,40642.3140664757,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,23907.2435685151,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,14063.0844520677,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,8272.4026188634,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,4866.1191875667,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,2862.4230515098,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,1683.778265594,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,990.4578032906,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,582.6222372298,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,342.7189630763,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,201.5993900449,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,118.587876497,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,69.75757441,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,41.0338673,52.9166666667,47.0833333333,52.6473526474,47.3526473526,97.9899497487,2.0100502513,100,100,100,55.2763819095,54.8717948718,75,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1301687888,0.1248943318,0.3886171845,0.9494522248,-0.8711776328
600,24.137569,52.9166666667,47.0833333333,52.6473526474,47.3526473526,80.9045226131,19.0954773869,100,100,100,53.2663316583,54.6583850932,47.3684210526,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.0745693047,0.1167860532,-0.10540736,0.9328282671,-0.8932546316
600,14.19857,52.9166666667,47.0833333333,52.6473526474,47.3526473526,64.824120603,35.175879397,100,100,100,50.2512562814,53.488372093,44.2857142857,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,-0.0045168913,0.0853544265,-0.1678042151,0.9097117671,-0.9187455497
600,8.3521,52.9166666667,47.0833333333,52.6473526474,47.3526473526,67.3366834171,32.6633165829,100,100,100,51.7587939698,54.4776119403,46.1538461538,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.0080765816,0.0915676739,-0.1614356362,0.8954419806,-0.9341773988
600,4.913,52.9166666667,47.0833333333,52.6473526474,47.3526473526,68.8442211055,31.1557788945,100,100,100,50.2512562814,53.2846715328,43.5483870968,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,-0.0175745984,0.0708390534,-0.2098392061,0.89665406,-0.9318032568
600,2.89,52.9166666667,47.0833333333,52.6473526474,47.3526473526,77.3869346734,22.6130653266,100,100,100,54.7738693467,55.8441558442,51.1111111111,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1290924779,0.158257519,0.0314529921,0.9571753544,-0.8627870116
600,1.7,52.9166666667,47.0833333333,52.2477522478,47.7522477522,79.8994974874,20.1005025126,99.4005994006,99.8087954111,98.9539748954,54.2713567839,55.3459119497,50,1.2808318378,1.3338111604,1.2228649221,1.2918206777,-0.5414841137,0.0558406011,0.1072105048,-0.1433743911,0.8982122773,-0.9330304971
600,1,52.9166666667,47.0833333333,52.9470529471,47.0529470529,88.9447236181,11.0552763819,95.1048951049,95.0943396226,95.1167728238,56.2814070352,55.9322033898,59.0909090909,1.2043411752,1.2439616231,1.1597576562,1.3099558799,-0.84760166,0.1027299739,0.1221090311,-0.0540642163,0.9079987788,-0.9221575961
600,0.5882352941,52.9166666667,47.0833333333,54.8451548452,45.1548451548,86.432160804,13.567839196,87.4125874126,86.5209471767,88.4955752212,54.7738693467,55.2325581395,51.8518518519,1.0493061825,1.0595713049,1.0368381465,1.3365519815,-0.9454563111,0.0890224456,0.1177147671,-0.0948209477,0.9204138569,-0.9068200141
600,0.3460207612,52.9166666667,47.0833333333,56.4435564436,43.5564435564,84.9246231156,15.0753768844,78.6213786214,77.6991150442,79.8165137615,53.2663316583,54.4378698225,46.6666666667,0.8417134625,0.8456716638,0.8365841419,1.3539807211,-1.0421852876,0.0510516414,0.0974563193,-0.2119082003,0.9106417923,-0.9182734224
600,0.2035416243,52.9166666667,47.0833333333,57.9420579421,42.0579420579,80.4020100503,19.5979899497,71.5284715285,70.8620689655,72.4465558195,51.7587939698,53.75,43.5897435897,0.6516487417,0.6597880988,0.6404353757,1.3553846854,-1.1163334887,0.015686096,0.0809380108,-0.2536871935,0.9028298586,-0.9263325386
600,0.1197303672,52.9166666667,47.0833333333,59.4405594406,40.5594405594,71.8592964824,28.1407035176,68.2317682318,67.5630252101,69.2118226601,51.256281407,53.8461538462,44.6428571429,0.5823571132,0.5848682979,0.5786769288,1.3700951313,-1.1095456111,-0.0609222333,0.037292964,-0.3134755977,0.8365749266,-0.9950519303
600,0.0704296278,52.9166666667,47.0833333333,59.1408591409,40.8591408591,56.2814070352,43.7185929648,64.5354645355,64.527027027,64.5476772616,45.7286432161,50,40.2298850575,0.5013341234,0.5193321467,0.4752831948,1.3857940685,-1.1081338331,0.0263537607,0.1247591701,-0.1014601618,1.033607054,-0.8145641263
600,0.0414291928,52.9166666667,47.0833333333,61.8381618382,38.1618381618,57.2864321608,42.7135678392,62.4375624376,62.197092084,62.8272251309,49.7487437186,53.5087719298,44.7058823529,0.4405422162,0.4475254949,0.42922638,1.38367459,-1.127164522,0.0403552459,0.1347646499,-0.0873751242,0.964226166,-0.8652212005
600,0.0243701134,52.9166666667,47.0833333333,64.1358641359,35.8641358641,52.7638190955,47.2361809045,61.3386613387,60.9034267913,62.1169916435,50.2512562814,54.2857142857,45.7446808511,0.4119524531,0.4092042132,0.4168671329,1.3851587008,-1.1321008701,0.1349267488,0.2376674765,0.0213712077,1.0491554072,-0.7793019096
600,0.0143353608,52.9166666667,47.0833333333,68.5314685315,31.4685314685,67.3366834171,32.6633165829,61.3386613387,60.2040816327,63.8095238095,54.7738693467,56.7164179104,50.7692307692,0.4159616232,0.3858829366,0.4814663185,1.3884267621,-1.126915884,0.1303710034,0.1828321678,0.0238589423,0.9583483136,-0.8613820385
600,0.0084325652,52.9166666667,47.0833333333,69.3306693307,30.6693306693,75.8793969849,24.1206030151,60.5394605395,59.5100864553,62.8664495114,53.2663316583,54.9668874172,47.9166666667,0.3715683132,0.3494190819,0.4216385624,1.3700910565,-1.1603425286,0.1248333359,0.1585810843,0.0208351723,0.9802471644,-0.839782258
600,0.0049603325,52.9166666667,47.0833333333,72.3276723277,27.6723276723,87.4371859296,12.5628140704,58.7412587413,57.8729281768,61.0108303249,57.7889447236,56.8965517241,64,0.3316508084,0.3073454858,0.3951780777,1.3780552196,-1.1581453024,0.1589935815,0.157251542,0.1706518464,0.9332367304,-0.8885118552
600,0.0029178426,52.9166666667,47.0833333333,74.5254745255,25.4745254745,90.9547738693,9.0452261307,57.5424575425,56.836461126,59.6078431373,58.2914572864,56.9060773481,72.2222222222,0.2550225719,0.2468709106,0.2788701772,1.3401806194,-1.2156857465,0.1834093686,0.1646593757,0.3620277219,0.9462396785,-0.870022964
600,0.001716378,52.9166666667,47.0833333333,75.1248751249,24.8751248751,94.9748743719,5.0251256281,57.3426573427,56.6489361702,59.437751004,57.2864321608,56.0846560847,80,0.2697037497,0.2546723787,0.3150996973,1.3576515091,-1.1927834023,0.1507074632,0.1396481919,0.3608336168,0.9341544926,-0.8878153433
600,0.0010096341,52.9166666667,47.0833333333,78.6213786214,21.3786213786,96.9849246231,3.0150753769,56.6433566434,55.9085133418,59.3457943925,55.2763819095,54.9222797927,66.6666666667,0.2443441485,0.2272187401,0.3073240386,1.3520273119,-1.2027903069,0.1140136327,0.1178545021,-0.0101744803,0.9347657191,-0.8891278064
600,0.0005939024,52.9166666667,47.0833333333,80.4195804196,19.5804195804,98.4924623116,1.5075376884,56.2437562438,55.5279503106,59.1836734694,54.7738693467,54.5918367347,66.6666666667,0.2033640582,0.1966591468,0.2309020869,1.325202399,-1.2386336265,0.1074473257,0.1127266128,-0.2392258599,0.9373174166,-0.8865728931
600,0.0003493544,52.9166666667,47.0833333333,81.5184815185,18.4815184815,98.9949748744,1.0050251256,56.3436563437,55.5147058824,60,54.2713567839,54.3147208122,50,0.1916219536,0.1868059925,0.2128642469,1.3124326725,-1.2549163656,0.1044847359,0.110661029,-0.5069682769,0.9432531429,-0.8801564375
600,0.0002055026,52.9166666667,47.0833333333,84.1158841159,15.8841158841,98.4924623116,1.5075376884,55.3446553447,54.7505938242,58.4905660377,53.7688442211,54.0816326531,33.3333333333,0.1628314192,0.1639240231,0.1570454292,1.3101125719,-1.2590785552,0.0750579768,0.0962853189,-1.3188708208,0.9245669488,-0.9023340662
600,0.0001208839,52.9166666667,47.0833333333,91.3086913087,8.6913086913,100,0,54.5454545455,53.9387308534,60.9195402299,54.2713567839,54.2713567839,nan,0.161567152,0.150318667,0.2797408905,1.3281494488,-1.2383316043,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,7.1108155782494E-05,52.9166666667,47.0833333333,100,0,100,0,52.6473526474,52.6473526474,nan,54.2713567839,54.2713567839,nan,0.1129408633,0.1129408633,0,1.3298522611,-1.2400386866,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
600,4.18283269308788E-05,52.9166666667,47.0833333333,100,0,100,0,52.6473526474,52.6473526474,nan,54.2713567839,54.2713567839,nan,0.1129408633,0.1129408633,0,1.3298522611,-1.2400386866,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,40642.3140664757,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,23907.2435685151,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,14063.0844520677,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,8272.4026188634,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,4866.1191875667,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,2862.4230515098,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,1683.778265594,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,990.4578032906,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,582.6222372298,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,342.7189630763,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,201.5993900449,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,118.587876497,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
700,69.75757441,52.9166666667,47.0833333333,52.6473526474,47.3526473526,100,0,100,100,100,54.2713567839,54.2713567839,nan,1.2873231559,1.3298522611,1.2400386866,1.2873231559,0,0.1146241015,0.1146241015,0,0.9526414443,-0.869135388
